"","time","P","V","Pv","I","gamma_out","lambda_out"
"26577",55,3.415843e-10,1.306288e-12,2.437136e-24,4.275742e-28,7.5e-06,0.05
"26578",55.1,3.284464e-10,1.256046e-12,2.251286e-24,3.949686e-28,7.5e-06,0.05
"26579",55.2,3.158139e-10,1.207737e-12,2.07935e-24,3.648039e-28,7.5e-06,0.05
"26580",55.3,3.036672e-10,1.161285e-12,1.921546e-24,3.371186e-28,7.5e-06,0.05
"26581",55.4,2.919877e-10,1.11662e-12,1.776224e-24,3.11623e-28,7.5e-06,0.05
"26582",55.5,2.807574e-10,1.073673e-12,1.642149e-24,2.881007e-28,7.5e-06,0.05
"26583",55.6,2.69959e-10,1.032378e-12,1.518327e-24,2.663772e-28,7.5e-06,0.05
"26584",55.7,2.59576e-10,9.926714e-13,1.403911e-24,2.46304e-28,7.5e-06,0.05
"26585",55.8,2.495923e-10,9.544917e-13,1.298156e-24,2.277502e-28,7.5e-06,0.05
"26586",55.9,2.399926e-10,9.177805e-13,1.20039e-24,2.10598e-28,7.5e-06,0.05
"26587",56,2.307621e-10,8.824813e-13,1.110002e-24,1.947402e-28,7.5e-06,0.05
"26588",56.1,2.218866e-10,8.485397e-13,1.026431e-24,1.800784e-28,7.5e-06,0.05
"26589",56.2,2.133525e-10,8.159035e-13,9.491601e-25,1.665219e-28,7.5e-06,0.05
"26590",56.3,2.051467e-10,7.845226e-13,8.777134e-25,1.539872e-28,7.5e-06,0.05
"26591",56.4,1.972564e-10,7.543487e-13,8.116513e-25,1.423971e-28,7.5e-06,0.05
"26592",56.5,1.896696e-10,7.253353e-13,7.505674e-25,1.316805e-28,7.5e-06,0.05
"26593",56.6,1.823746e-10,6.974378e-13,6.940862e-25,1.217714e-28,7.5e-06,0.05
"26594",56.7,1.753602e-10,6.706132e-13,6.418607e-25,1.126089e-28,7.5e-06,0.05
"26595",56.8,1.686156e-10,6.448204e-13,5.9357e-25,1.041367e-28,7.5e-06,0.05
"26596",56.9,1.621304e-10,6.200196e-13,5.489174e-25,9.630278e-29,7.5e-06,0.05
"26597",57,1.558946e-10,5.961727e-13,5.076287e-25,8.905903e-29,7.5e-06,0.05
"26598",57.1,1.498987e-10,5.73243e-13,4.689182e-25,8.226764e-29,7.5e-06,0.05
"26599",57.2,1.441333e-10,5.511952e-13,4.331058e-25,7.598465e-29,7.5e-06,0.05
"26600",57.3,1.385897e-10,5.299954e-13,4.00237e-25,7.02181e-29,7.5e-06,0.05
"26601",57.4,1.332594e-10,5.096109e-13,3.699679e-25,6.490766e-29,7.5e-06,0.05
"26602",57.5,1.28134e-10,4.900105e-13,3.420416e-25,6.000822e-29,7.5e-06,0.05
"26603",57.6,1.232058e-10,4.71164e-13,3.162508e-25,5.548345e-29,7.5e-06,0.05
"26604",57.7,1.184671e-10,4.530423e-13,2.924193e-25,5.130242e-29,7.5e-06,0.05
"26605",57.8,1.139107e-10,4.356176e-13,2.703917e-25,4.743787e-29,7.5e-06,0.05
"26606",57.9,1.095295e-10,4.18863e-13,2.500282e-25,4.386527e-29,7.5e-06,0.05
"26607",58,1.053168e-10,4.027529e-13,2.312013e-25,4.056226e-29,7.5e-06,0.05
"26608",58.1,1.012662e-10,3.872624e-13,2.137943e-25,3.750835e-29,7.5e-06,0.05
"26609",58.2,9.737131e-11,3.723677e-13,1.976996e-25,3.468468e-29,7.5e-06,0.05
"26610",58.3,9.362626e-11,3.580459e-13,1.828181e-25,3.207384e-29,7.5e-06,0.05
"26611",58.4,9.002525e-11,3.442749e-13,1.690581e-25,2.965976e-29,7.5e-06,0.05
"26612",58.5,8.656274e-11,3.310335e-13,1.56335e-25,2.742761e-29,7.5e-06,0.05
"26613",58.6,8.32334e-11,3.183015e-13,1.445706e-25,2.536364e-29,7.5e-06,0.05
"26614",58.7,8.003212e-11,3.060591e-13,1.336926e-25,2.345519e-29,7.5e-06,0.05
"26615",58.8,7.695396e-11,2.942876e-13,1.236341e-25,2.169053e-29,7.5e-06,0.05
"26616",58.9,7.399419e-11,2.829689e-13,1.143335e-25,2.005881e-29,7.5e-06,0.05
"26617",59,7.114826e-11,2.720854e-13,1.057335e-25,1.855002e-29,7.5e-06,0.05
"26618",59.1,6.841179e-11,2.616206e-13,9.767053e-26,1.713545e-29,7.5e-06,0.05
"26619",59.2,6.578057e-11,2.515583e-13,9.021119e-26,1.582677e-29,7.5e-06,0.05
"26620",59.3,6.325054e-11,2.41883e-13,8.336498e-26,1.462566e-29,7.5e-06,0.05
"26621",59.4,6.081783e-11,2.325798e-13,7.706027e-26,1.351955e-29,7.5e-06,0.05
"26622",59.5,5.847868e-11,2.236344e-13,7.124352e-26,1.249906e-29,7.5e-06,0.05
"26623",59.6,5.62295e-11,2.150331e-13,6.587158e-26,1.15566e-29,7.5e-06,0.05
"26624",59.7,5.406683e-11,2.067626e-13,6.090774e-26,1.068573e-29,7.5e-06,0.05
"26625",59.8,5.198734e-11,1.988102e-13,5.631963e-26,9.880789e-30,7.5e-06,0.05
"26626",59.9,4.998782e-11,1.911636e-13,5.207813e-26,9.136654e-30,7.5e-06,0.05
"26627",60,4.806522e-11,1.838112e-13,4.81567e-26,8.448674e-30,7.5e-06,0.05
"26628",60.1,4.621655e-11,1.767415e-13,4.453102e-26,7.812579e-30,7.5e-06,0.05
"26629",60.2,4.443899e-11,1.699438e-13,4.117867e-26,7.224439e-30,7.5e-06,0.05
"26630",60.3,4.27298e-11,1.634075e-13,3.8079e-26,6.68063e-30,7.5e-06,0.05
"26631",60.4,4.108635e-11,1.571226e-13,3.521294e-26,6.177804e-30,7.5e-06,0.05
"26632",60.5,3.95061e-11,1.510794e-13,3.256286e-26,5.71287e-30,7.5e-06,0.05
"26633",60.6,3.798664e-11,1.452686e-13,3.011246e-26,5.282969e-30,7.5e-06,0.05
"26634",60.7,3.652561e-11,1.396814e-13,2.78467e-26,4.88546e-30,7.5e-06,0.05
"26635",60.8,3.512078e-11,1.34309e-13,2.575164e-26,4.5179e-30,7.5e-06,0.05
"26636",60.9,3.376998e-11,1.291433e-13,2.381441e-26,4.178031e-30,7.5e-06,0.05
"26637",61,3.247114e-11,1.241762e-13,2.202313e-26,3.863766e-30,7.5e-06,0.05
"26638",61.1,3.122225e-11,1.194002e-13,2.03437e-26,3.569126e-30,7.5e-06,0.05
"26639",61.2,3.002139e-11,1.148079e-13,1.879e-26,3.296543e-30,7.5e-06,0.05
"26640",61.3,2.886672e-11,1.103922e-13,1.736401e-26,3.046365e-30,7.5e-06,0.05
"26641",61.4,2.775646e-11,1.061464e-13,1.605081e-26,2.815975e-30,7.5e-06,0.05
"26642",61.5,2.668891e-11,1.020638e-13,1.483924e-26,2.603416e-30,7.5e-06,0.05
"26643",61.6,2.566241e-11,9.813829e-14,1.372033e-26,2.407112e-30,7.5e-06,0.05
"26644",61.7,2.46754e-11,9.436374e-14,1.268641e-26,2.225721e-30,7.5e-06,0.05
"26645",61.8,2.372634e-11,9.073437e-14,1.173076e-26,2.05806e-30,7.5e-06,0.05
"26646",61.9,2.281379e-11,8.724458e-14,1.08473e-26,1.903065e-30,7.5e-06,0.05
"26647",62,2.193634e-11,8.388902e-14,1.003051e-26,1.759766e-30,7.5e-06,0.05
"26648",62.1,2.109263e-11,8.066252e-14,9.275323e-27,1.627275e-30,7.5e-06,0.05
"26649",62.2,2.028138e-11,7.756012e-14,8.577066e-27,1.504771e-30,7.5e-06,0.05
"26650",62.3,1.950132e-11,7.457704e-14,7.93144e-27,1.391502e-30,7.5e-06,0.05
"26651",62.4,1.875127e-11,7.170869e-14,7.33447e-27,1.286769e-30,7.5e-06,0.05
"26652",62.5,1.803007e-11,6.895066e-14,6.782487e-27,1.189928e-30,7.5e-06,0.05
"26653",62.6,1.733661e-11,6.629871e-14,6.272096e-27,1.100385e-30,7.5e-06,0.05
"26654",62.7,1.666981e-11,6.374876e-14,5.800162e-27,1.017588e-30,7.5e-06,0.05
"26655",62.8,1.602867e-11,6.129689e-14,5.363784e-27,9.410291e-31,7.5e-06,0.05
"26656",62.9,1.541218e-11,5.893931e-14,4.960281e-27,8.702381e-31,7.5e-06,0.05
"26657",63,1.48194e-11,5.667242e-14,4.587176e-27,8.047801e-31,7.5e-06,0.05
"26658",63.1,1.424943e-11,5.449271e-14,4.23737e-27,7.434098e-31,7.5e-06,0.05
"26659",63.2,1.370137e-11,5.239684e-14,3.913752e-27,6.866338e-31,7.5e-06,0.05
"26660",63.3,1.31744e-11,5.038157e-14,3.616734e-27,6.345245e-31,7.5e-06,0.05
"26661",63.4,1.266769e-11,4.844382e-14,3.343208e-27,5.865367e-31,7.5e-06,0.05
"26662",63.5,1.218047e-11,4.65806e-14,3.090852e-27,5.422631e-31,7.5e-06,0.05
"26663",63.6,1.171199e-11,4.478904e-14,2.857794e-27,5.013751e-31,7.5e-06,0.05
"26664",63.7,1.126153e-11,4.306638e-14,2.642441e-27,4.635933e-31,7.5e-06,0.05
"26665",63.8,1.082839e-11,4.140998e-14,2.443389e-27,4.286714e-31,7.5e-06,0.05
"26666",63.9,1.041192e-11,3.981729e-14,2.259375e-27,3.963876e-31,7.5e-06,0.05
"26667",64,1.001146e-11,3.828585e-14,2.089246e-27,3.6654e-31,7.5e-06,0.05
"26668",64.1,9.626402e-12,3.681332e-14,1.931948e-27,3.389435e-31,7.5e-06,0.05
"26669",64.2,9.256155e-12,3.539743e-14,1.786509e-27,3.134274e-31,7.5e-06,0.05
"26670",64.3,8.900149e-12,3.403599e-14,1.652032e-27,2.898346e-31,7.5e-06,0.05
"26671",64.4,8.557836e-12,3.272691e-14,1.52769e-27,2.680199e-31,7.5e-06,0.05
"26672",64.5,8.228689e-12,3.146818e-14,1.412718e-27,2.47849e-31,7.5e-06,0.05
"26673",64.6,7.9122e-12,3.025787e-14,1.306409e-27,2.291981e-31,7.5e-06,0.05
"26674",64.7,7.607885e-12,2.90941e-14,1.20811e-27,2.119524e-31,7.5e-06,0.05
"26675",64.8,7.315274e-12,2.79751e-14,1.117217e-27,1.960061e-31,7.5e-06,0.05
"26676",64.9,7.033917e-12,2.689913e-14,1.033172e-27,1.812611e-31,7.5e-06,0.05
"26677",65,6.763382e-12,2.586455e-14,9.554586e-28,1.676269e-31,7.5e-06,0.05
"26678",65.1,6.503252e-12,2.486976e-14,8.825978e-28,1.548441e-31,7.5e-06,0.05
"26679",65.2,6.253127e-12,2.391323e-14,8.151916e-28,1.430183e-31,7.5e-06,0.05
"26680",65.3,6.012622e-12,2.299349e-14,7.53326e-28,1.321645e-31,7.5e-06,0.05
"26681",65.4,5.781367e-12,2.210913e-14,6.963536e-28,1.221692e-31,7.5e-06,0.05
"26682",65.5,5.559007e-12,2.125878e-14,6.437906e-28,1.129475e-31,7.5e-06,0.05
"26683",65.6,5.345199e-12,2.044113e-14,5.952472e-28,1.044309e-31,7.5e-06,0.05
"26684",65.7,5.139615e-12,1.965493e-14,5.503916e-28,9.656141e-32,7.5e-06,0.05
"26685",65.8,4.941937e-12,1.889897e-14,5.089312e-28,8.928755e-32,7.5e-06,0.05
"26686",65.9,4.751863e-12,1.817209e-14,4.70603e-28,8.256319e-32,7.5e-06,0.05
"26687",66,4.569099e-12,1.747316e-14,4.351671e-28,7.634627e-32,7.5e-06,0.05
"26688",66.1,4.393364e-12,1.680112e-14,4.024036e-28,7.059821e-32,7.5e-06,0.05
"26689",66.2,4.224389e-12,1.615492e-14,3.721102e-28,6.52835e-32,7.5e-06,0.05
"26690",66.3,4.061912e-12,1.553358e-14,3.441002e-28,6.036937e-32,7.5e-06,0.05
"26691",66.4,3.905685e-12,1.493613e-14,3.182011e-28,5.58256e-32,7.5e-06,0.05
"26692",66.5,3.755466e-12,1.436167e-14,2.942536e-28,5.162423e-32,7.5e-06,0.05
"26693",66.6,3.611025e-12,1.38093e-14,2.721107e-28,4.773945e-32,7.5e-06,0.05
"26694",66.7,3.472139e-12,1.327817e-14,2.516361e-28,4.414736e-32,7.5e-06,0.05
"26695",66.8,3.338596e-12,1.276747e-14,2.327041e-28,4.082591e-32,7.5e-06,0.05
"26696",66.9,3.210188e-12,1.227641e-14,2.151985e-28,3.77547e-32,7.5e-06,0.05
"26697",67,3.086719e-12,1.180424e-14,1.990116e-28,3.491484e-32,7.5e-06,0.05
"26698",67.1,2.967999e-12,1.135023e-14,1.838355e-28,3.225234e-32,7.5e-06,0.05
"26699",67.2,2.853846e-12,1.091369e-14,1.697955e-28,2.978914e-32,7.5e-06,0.05
"26700",67.3,2.744082e-12,1.049393e-14,1.569095e-28,2.752842e-32,7.5e-06,0.05
"26701",67.4,2.638541e-12,1.009032e-14,1.450428e-28,2.54465e-32,7.5e-06,0.05
"26702",67.5,2.537058e-12,9.702228e-15,1.340945e-28,2.352572e-32,7.5e-06,0.05
"26703",67.6,2.439479e-12,9.329065e-15,1.239835e-28,2.175182e-32,7.5e-06,0.05
"26704",67.7,2.345653e-12,8.970255e-15,1.146405e-28,2.011268e-32,7.5e-06,0.05
"26705",67.8,2.255436e-12,8.625245e-15,1.060048e-28,1.859762e-32,7.5e-06,0.05
"26706",67.9,2.168688e-12,8.293505e-15,9.802144e-29,1.719701e-32,7.5e-06,0.05
"26707",68,2.085277e-12,7.974524e-15,9.064054e-29,1.590209e-32,7.5e-06,0.05
"26708",68.1,2.005074e-12,7.667812e-15,8.381627e-29,1.470483e-32,7.5e-06,0.05
"26709",68.2,1.927956e-12,7.372896e-15,7.750648e-29,1.359784e-32,7.5e-06,0.05
"26710",68.3,1.853804e-12,7.089323e-15,7.167229e-29,1.257428e-32,7.5e-06,0.05
"26711",68.4,1.782503e-12,6.816657e-15,6.627779e-29,1.162786e-32,7.5e-06,0.05
"26712",68.5,1.713946e-12,6.554478e-15,6.128981e-29,1.075276e-32,7.5e-06,0.05
"26713",68.6,1.648025e-12,6.302382e-15,5.667767e-29,9.943603e-33,7.5e-06,0.05
"26714",68.7,1.584639e-12,6.059983e-15,5.241304e-29,9.195412e-33,7.5e-06,0.05
"26715",68.8,1.523691e-12,5.826907e-15,4.846972e-29,8.503591e-33,7.5e-06,0.05
"26716",68.9,1.465088e-12,5.602795e-15,4.482348e-29,7.863889e-33,7.5e-06,0.05
"26717",69,1.408738e-12,5.387303e-15,4.145193e-29,7.272379e-33,7.5e-06,0.05
"26718",69.1,1.354556e-12,5.180099e-15,3.829091e-29,6.717808e-33,7.5e-06,0.05
"26719",69.2,1.302458e-12,4.980864e-15,3.536654e-29,6.204752e-33,7.5e-06,0.05
"26720",69.3,1.252363e-12,4.789293e-15,3.268254e-29,5.733867e-33,7.5e-06,0.05
"26721",69.4,1.204195e-12,4.605089e-15,3.021083e-29,5.300227e-33,7.5e-06,0.05
"26722",69.5,1.15788e-12,4.42797e-15,2.793042e-29,4.900149e-33,7.5e-06,0.05
"26723",69.6,1.113346e-12,4.257664e-15,2.58244e-29,4.530666e-33,7.5e-06,0.05
"26724",69.7,1.070525e-12,4.093907e-15,2.387837e-29,4.189252e-33,7.5e-06,0.05
"26725",69.8,1.029351e-12,3.936449e-15,2.207964e-29,3.87368e-33,7.5e-06,0.05
"26726",69.9,9.897609e-13,3.785047e-15,2.041679e-29,3.581948e-33,7.5e-06,0.05
"26727",70,9.516932e-13,3.639469e-15,1.887943e-29,3.312232e-33,7.5e-06,0.05
"26728",70.1,9.150896e-13,3.499489e-15,1.745801e-29,3.062856e-33,7.5e-06,0.05
"26729",70.2,8.798939e-13,3.364893e-15,1.614375e-29,2.83228e-33,7.5e-06,0.05
"26730",70.3,8.460518e-13,3.235474e-15,1.492855e-29,2.619085e-33,7.5e-06,0.05
"26731",70.4,8.135113e-13,3.111033e-15,1.380494e-29,2.421956e-33,7.5e-06,0.05
"26732",70.5,7.822224e-13,2.991378e-15,1.2766e-29,2.239683e-33,7.5e-06,0.05
"26733",70.6,7.52137e-13,2.876325e-15,1.180534e-29,2.071144e-33,7.5e-06,0.05
"26734",70.7,7.232086e-13,2.765697e-15,1.091706e-29,1.915304e-33,7.5e-06,0.05
"26735",70.8,6.953929e-13,2.659324e-15,1.009571e-29,1.771205e-33,7.5e-06,0.05
"26736",70.9,6.68647e-13,2.557042e-15,9.33624e-30,1.637962e-33,7.5e-06,0.05
"26737",71,6.429298e-13,2.458695e-15,8.633982e-30,1.514757e-33,7.5e-06,0.05
"26738",71.1,6.182017e-13,2.364129e-15,7.975577e-30,1.399246e-33,7.5e-06,0.05
"26739",71.2,5.944248e-13,2.273201e-15,7.366462e-30,1.292382e-33,7.5e-06,0.05
"26740",71.3,5.715623e-13,2.185771e-15,6.807415e-30,1.194302e-33,7.5e-06,0.05
"26741",71.4,5.495791e-13,2.101703e-15,6.292585e-30,1.103979e-33,7.5e-06,0.05
"26742",71.5,5.284414e-13,2.020868e-15,5.817601e-30,1.020647e-33,7.5e-06,0.05
"26743",71.6,5.081168e-13,1.943142e-15,5.37894e-30,9.436881e-34,7.5e-06,0.05
"26744",71.7,4.885738e-13,1.868406e-15,4.973602e-30,8.725752e-34,7.5e-06,0.05
"26745",71.8,4.697825e-13,1.796544e-15,4.598947e-30,8.068451e-34,7.5e-06,0.05
"26746",71.9,4.51714e-13,1.727446e-15,4.252594e-30,7.460806e-34,7.5e-06,0.05
"26747",72,4.343403e-13,1.661006e-15,3.932379e-30,6.899016e-34,7.5e-06,0.05
"26748",72.1,4.17635e-13,1.597121e-15,3.636312e-30,6.379593e-34,7.5e-06,0.05
"26749",72.2,4.015721e-13,1.535693e-15,3.362567e-30,5.89933e-34,7.5e-06,0.05
"26750",72.3,3.86127e-13,1.476628e-15,3.109454e-30,5.455266e-34,7.5e-06,0.05
"26751",72.4,3.712759e-13,1.419835e-15,2.875417e-30,5.044669e-34,7.5e-06,0.05
"26752",72.5,3.569961e-13,1.365226e-15,2.659017e-30,4.665014e-34,7.5e-06,0.05
"26753",72.6,3.432655e-13,1.312717e-15,2.458923e-30,4.313965e-34,7.5e-06,0.05
"26754",72.7,3.30063e-13,1.262228e-15,2.273905e-30,3.989367e-34,7.5e-06,0.05
"26755",72.8,3.173682e-13,1.213681e-15,2.102826e-30,3.689225e-34,7.5e-06,0.05
"26756",72.9,3.051618e-13,1.167001e-15,1.944637e-30,3.411695e-34,7.5e-06,0.05
"26757",73,2.934248e-13,1.122116e-15,1.798364e-30,3.155073e-34,7.5e-06,0.05
"26758",73.1,2.821392e-13,1.078958e-15,1.661225e-30,2.914476e-34,7.5e-06,0.05
"26759",73.2,2.712877e-13,1.037459e-15,1.534353e-30,2.69189e-34,7.5e-06,0.05
"26760",73.3,2.608536e-13,9.975572e-16,1.41791e-30,2.4876e-34,7.5e-06,0.05
"26761",73.4,2.508207e-13,9.591896e-16,1.310677e-30,2.299468e-34,7.5e-06,0.05
"26762",73.5,2.411738e-13,9.222977e-16,1.211743e-30,2.125897e-34,7.5e-06,0.05
"26763",73.6,2.318979e-13,8.868247e-16,1.120374e-30,1.965599e-34,7.5e-06,0.05
"26764",73.7,2.229787e-13,8.527161e-16,1.035947e-30,1.817479e-34,7.5e-06,0.05
"26765",73.8,2.144026e-13,8.199193e-16,9.579102e-31,1.68057e-34,7.5e-06,0.05
"26766",73.9,2.061564e-13,7.883839e-16,8.857688e-31,1.554004e-34,7.5e-06,0.05
"26767",74,1.982273e-13,7.580615e-16,8.190714e-31,1.436989e-34,7.5e-06,0.05
"26768",74.1,1.906031e-13,7.289053e-16,7.57404e-31,1.328799e-34,7.5e-06,0.05
"26769",74.2,1.832722e-13,7.008704e-16,7.003858e-31,1.228766e-34,7.5e-06,0.05
"26770",74.3,1.762233e-13,6.739139e-16,6.476652e-31,1.136272e-34,7.5e-06,0.05
"26771",74.4,1.694455e-13,6.479941e-16,5.989179e-31,1.050749e-34,7.5e-06,0.05
"26772",74.5,1.629284e-13,6.230713e-16,5.538441e-31,9.716712e-35,7.5e-06,0.05
"26773",74.6,1.566619e-13,5.99107e-16,5.121666e-31,8.985517e-35,7.5e-06,0.05
"26774",74.7,1.506364e-13,5.760644e-16,4.736294e-31,8.309415e-35,7.5e-06,0.05
"26775",74.8,1.448427e-13,5.539081e-16,4.379957e-31,7.684253e-35,7.5e-06,0.05
"26776",74.9,1.392718e-13,5.326039e-16,4.050465e-31,7.106188e-35,7.5e-06,0.05
"26777",75,1.339152e-13,5.121192e-16,3.745795e-31,6.571671e-35,7.5e-06,0.05
"26778",75.1,1.287647e-13,4.924223e-16,3.46015e-31,6.070534e-35,7.5e-06,0.05
"26779",75.2,1.238122e-13,4.73483e-16,3.19589e-31,5.606912e-35,7.5e-06,0.05
"26780",75.3,1.190502e-13,4.552721e-16,2.953351e-31,5.181398e-35,7.5e-06,0.05
"26781",75.4,1.144713e-13,4.377616e-16,2.729996e-31,4.78954e-35,7.5e-06,0.05
"26782",75.5,1.100686e-13,4.209246e-16,2.523927e-31,4.42801e-35,7.5e-06,0.05
"26783",75.6,1.058352e-13,4.047352e-16,2.333617e-31,4.094127e-35,7.5e-06,0.05
"26784",75.7,1.017646e-13,3.891685e-16,2.157764e-31,3.785609e-35,7.5e-06,0.05
"26785",75.8,9.785055e-14,3.742005e-16,1.995222e-31,3.500443e-35,7.5e-06,0.05
"26786",75.9,9.408707e-14,3.598081e-16,1.844959e-31,3.236821e-35,7.5e-06,0.05
"26787",76,9.046834e-14,3.459694e-16,1.706036e-31,2.993091e-35,7.5e-06,0.05
"26788",76.1,8.698878e-14,3.326628e-16,1.57759e-31,2.767743e-35,7.5e-06,0.05
"26789",76.2,8.364306e-14,3.198681e-16,1.458827e-31,2.559385e-35,7.5e-06,0.05
"26790",76.3,8.042602e-14,3.075655e-16,1.349016e-31,2.366731e-35,7.5e-06,0.05
"26791",76.4,7.733271e-14,2.957361e-16,1.24748e-31,2.188596e-35,7.5e-06,0.05
"26792",76.5,7.435838e-14,2.843616e-16,1.153597e-31,2.023885e-35,7.5e-06,0.05
"26793",76.6,7.149844e-14,2.734246e-16,1.066787e-31,1.871585e-35,7.5e-06,0.05
"26794",76.7,6.87485e-14,2.629083e-16,9.865182e-32,1.73076e-35,7.5e-06,0.05
"26795",76.8,6.610433e-14,2.527964e-16,9.12297e-32,1.600546e-35,7.5e-06,0.05
"26796",76.9,6.356185e-14,2.430735e-16,8.436675e-32,1.480141e-35,7.5e-06,0.05
"26797",77,6.111717e-14,2.337245e-16,7.80208e-32,1.368807e-35,7.5e-06,0.05
"26798",77.1,5.876651e-14,2.247351e-16,7.207114e-32,1.264426e-35,7.5e-06,0.05
"26799",77.2,5.650626e-14,2.160914e-16,6.656689e-32,1.167858e-35,7.5e-06,0.05
"26800",77.3,5.433294e-14,2.077802e-16,6.151507e-32,1.079228e-35,7.5e-06,0.05
"26801",77.4,5.224321e-14,1.997887e-16,5.686282e-32,9.976087e-36,7.5e-06,0.05
"26802",77.5,5.023386e-14,1.921045e-16,5.257063e-32,9.22306e-36,7.5e-06,0.05
"26803",77.6,4.830178e-14,1.847159e-16,4.860668e-32,8.527618e-36,7.5e-06,0.05
"26804",77.7,4.644402e-14,1.776114e-16,4.494386e-32,7.885008e-36,7.5e-06,0.05
"26805",77.8,4.465771e-14,1.707802e-16,4.155829e-32,7.29104e-36,7.5e-06,0.05
"26806",77.9,4.294011e-14,1.642117e-16,3.842848e-32,6.741943e-36,7.5e-06,0.05
"26807",78,4.128857e-14,1.578959e-16,3.553486e-32,6.234281e-36,7.5e-06,0.05
"26808",78.1,3.970055e-14,1.51823e-16,3.285946e-32,5.764906e-36,7.5e-06,0.05
"26809",78.2,3.81736e-14,1.459836e-16,3.038576e-32,5.330918e-36,7.5e-06,0.05
"26810",78.3,3.670539e-14,1.403689e-16,2.809852e-32,4.92964e-36,7.5e-06,0.05
"26811",78.4,3.529364e-14,1.349701e-16,2.598365e-32,4.558605e-36,7.5e-06,0.05
"26812",78.5,3.393619e-14,1.297789e-16,2.402815e-32,4.21553e-36,7.5e-06,0.05
"26813",78.6,3.263095e-14,1.247874e-16,2.222e-32,3.898306e-36,7.5e-06,0.05
"26814",78.7,3.137592e-14,1.199879e-16,2.054809e-32,3.604984e-36,7.5e-06,0.05
"26815",78.8,3.016915e-14,1.15373e-16,1.900215e-32,3.333761e-36,7.5e-06,0.05
"26816",78.9,2.90088e-14,1.109356e-16,1.757267e-32,3.082972e-36,7.5e-06,0.05
"26817",79,2.789308e-14,1.066688e-16,1.625088e-32,2.851075e-36,7.5e-06,0.05
"26818",79.1,2.682027e-14,1.025662e-16,1.501163e-32,2.63366e-36,7.5e-06,0.05
"26819",79.2,2.578872e-14,9.862131e-17,1.386515e-32,2.432521e-36,7.5e-06,0.05
"26820",79.3,2.479684e-14,9.482818e-17,1.281291e-32,2.247915e-36,7.5e-06,0.05
"26821",79.4,2.384312e-14,9.118095e-17,1.18439e-32,2.07791e-36,7.5e-06,0.05
"26822",79.5,2.292608e-14,8.767399e-17,1.094989e-32,1.921062e-36,7.5e-06,0.05
"26823",79.6,2.20443e-14,8.430191e-17,1.012424e-32,1.77621e-36,7.5e-06,0.05
"26824",79.7,2.119645e-14,8.105953e-17,9.361313e-33,1.642361e-36,7.5e-06,0.05
"26825",79.8,2.03812e-14,7.794186e-17,8.656136e-33,1.518644e-36,7.5e-06,0.05
"26826",79.9,1.959731e-14,7.494409e-17,8.004232e-33,1.404273e-36,7.5e-06,0.05
"26827",80,1.884356e-14,7.206163e-17,7.401522e-33,1.298533e-36,7.5e-06,0.05
"26828",80.1,1.811881e-14,6.929003e-17,6.844266e-33,1.200767e-36,7.5e-06,0.05
"26829",80.2,1.742193e-14,6.662502e-17,6.329022e-33,1.110372e-36,7.5e-06,0.05
"26830",80.3,1.675186e-14,6.406252e-17,5.852614e-33,1.02679e-36,7.5e-06,0.05
"26831",80.4,1.610756e-14,6.159858e-17,5.41211e-33,9.495075e-37,7.5e-06,0.05
"26832",80.5,1.548804e-14,5.92294e-17,5.004801e-33,8.780487e-37,7.5e-06,0.05
"26833",80.6,1.489234e-14,5.695135e-17,4.628183e-33,8.119745e-37,7.5e-06,0.05
"26834",80.7,1.431956e-14,5.476091e-17,4.279943e-33,7.508787e-37,7.5e-06,0.05
"26835",80.8,1.376881e-14,5.265472e-17,3.957939e-33,6.943859e-37,7.5e-06,0.05
"26836",80.9,1.323924e-14,5.062954e-17,3.660195e-33,6.421492e-37,7.5e-06,0.05
"26837",81,1.273004e-14,4.868225e-17,3.38488e-33,5.938477e-37,7.5e-06,0.05
"26838",81.1,1.224042e-14,4.680986e-17,3.126758e-33,5.485626e-37,7.5e-06,0.05
"26839",81.2,1.176963e-14,4.500948e-17,2.88796e-33,5.066675e-37,7.5e-06,0.05
"26840",81.3,1.131696e-14,4.327835e-17,2.66879e-33,4.68216e-37,7.5e-06,0.05
"26841",81.4,1.088169e-14,4.161379e-17,2.466955e-33,4.328058e-37,7.5e-06,0.05
"26842",81.5,1.046316e-14,4.001326e-17,2.280742e-33,4.001362e-37,7.5e-06,0.05
"26843",81.6,1.006073e-14,3.847429e-17,2.108768e-33,3.69965e-37,7.5e-06,0.05
"26844",81.7,9.673781e-15,3.699451e-17,1.949859e-33,3.420858e-37,7.5e-06,0.05
"26845",81.8,9.301713e-15,3.557165e-17,1.802978e-33,3.163168e-37,7.5e-06,0.05
"26846",81.9,8.943955e-15,3.420351e-17,1.667194e-33,2.924946e-37,7.5e-06,0.05
"26847",82,8.599956e-15,3.288799e-17,1.541656e-33,2.704701e-37,7.5e-06,0.05
"26848",82.1,8.269189e-15,3.162306e-17,1.425586e-33,2.501066e-37,7.5e-06,0.05
"26849",82.2,7.951143e-15,3.040679e-17,1.318266e-33,2.312783e-37,7.5e-06,0.05
"26850",82.3,7.64533e-15,2.92373e-17,1.219035e-33,2.138691e-37,7.5e-06,0.05
"26851",82.4,7.351279e-15,2.811279e-17,1.127283e-33,1.97772e-37,7.5e-06,0.05
